DL_bitrate,UL_bitrate
48.0,0.0
5218.0,655.0
808.0,3196.0
7974.0,2563.0
117748.0,21276.0
671436.0,26362.0
3588495.0,65280.0
6142318.0,86508.0
5286457.0,53176.0
4852364.0,61861.0
2924592.0,46132.0
3860693.0,55932.0
937536.0,15847.0
535741.0,8076.0
349474.0,7144.0
0.0,0.0
279028.0,5812.0
198633.0,1152.0
0.0,0.0
0.0,0.0
34968.0,516.0
0.0,0.0
268493.0,2312.0
0.0,0.0
35118.0,516.0
0.0,0.0
696471.0,3592.0
0.0,0.0
327263.0,4912.0
0.0,0.0
35422.0,476.0
0.0,0.0
262261.0,30503.0
0.0,0.0
454577.0,7312.0
0.0,0.0
34907.0,1196.0
562716.0,8992.0
35216.0,1076.0
0.0,0.0
449553.0,1516.0
0.0,0.0
34875.0,1076.0
676447.0,3272.0
35135.0,1076.0
0.0,0.0
1814522.0,18636.0
0.0,0.0
35111.0,1356.0
35056.0,1356.0
0.0,0.0
0.0,0.0
849093.0,22672.0
0.0,0.0
583264.0,9312.0
0.0,0.0
800619.0,12192.0
0.0,0.0
34917.0,1196.0
680119.0,10592.0
805.0,396.0
0.0,0.0
690370.0,9556.0
0.0,0.0
35132.0,1196.0
34902.0,2300.0
80.0,836.0
475347.0,11503.0
113752.0,5810.0
579847.0,19622.0
0.0,0.0
0.0,0.0
392105.0,11180.0
914128.0,12992.0
0.0,0.0
0.0,0.0
34755.0,876.0
0.0,0.0
461691.0,7312.0
35124.0,1196.0
0.0,0.0
0.0,0.0
480863.0,7912.0
34790.0,1236.0
0.0,0.0
0.0,0.0
810436.0,12272.0
0.0,0.0
35116.0,1196.0
245172.0,4792.0
412179.0,3036.0
0.0,0.0
144255.0,13580.0
0.0,0.0
432187.0,6472.0
34991.0,1196.0
805.0,396.0
0.0,0.0
1041621.0,14876.0
0.0,0.0
34967.0,1236.0
0.0,0.0
652821.0,10232.0
35213.0,1196.0
0.0,0.0
0.0,0.0
34954.0,1196.0
0.0,0.0
719840.0,11112.0
0.0,0.0
34940.0,1196.0
0.0,0.0
289037.0,5392.0
35006.0,1196.0
317581.0,5276.0
0.0,0.0
258070.0,3876.0
0.0,0.0
35094.0,1196.0
0.0,0.0
1381824.0,19992.0
34983.0,1196.0
0.0,0.0
0.0,0.0
34845.0,1236.0
997457.0,20232.0
0.0,0.0
60713.0,1956.0
48.0,60.0
847298.0,15877.0
301.0,862.0
34684.0,1236.0
35143.0,800.0
0.0,0.0
80.0,396.0
725992.0,11152.0
805.0,396.0
0.0,0.0
387139.0,6356.0
0.0,0.0
212076.0,4352.0
0.0,0.0
493607.0,8072.0
35069.0,1196.0
0.0,0.0
0.0,0.0
621355.0,9792.0
0.0,0.0
35213.0,1236.0
0.0,0.0
298834.0,5512.0
730121.0,20616.0
7224.0,11037.0
41111.0,70633.0
6711.0,207733.0
401410.0,214595.0
6554.0,208346.0
798762.0,219432.0
6474.0,208397.0
42192.0,208509.0
4554.0,138617.0
37584.0,70955.0
0.0,0.0
0.0,0.0
692532.0,10712.0
35107.0,1196.0
0.0,0.0
0.0,0.0
642435.0,10072.0
34900.0,1196.0
12622.0,320.0
286131.0,1716.0
0.0,436.0
35174.0,800.0
0.0,436.0
305608.0,5432.0
0.0,0.0
0.0,0.0
35209.0,1196.0
0.0,0.0
174757.0,3872.0
0.0,0.0
396630.0,6672.0
35351.0,1196.0
1580.0,396.0
401628.0,9989.0
7022.0,2301.0
419053.0,7152.0
0.0,0.0
35211.0,800.0
533373.0,9061.0
4446.0,3302.0
0.0,436.0
0.0,0.0
34834.0,1196.0
0.0,0.0
462769.0,7672.0
0.0,0.0
35167.0,1196.0
0.0,0.0
718669.0,11072.0
0.0,0.0
35108.0,1196.0
710874.0,11032.0
0.0,0.0
35026.0,1236.0
1438.0,0.0
0.0,0.0
602173.0,3712.0
0.0,0.0
35297.0,1236.0
0.0,0.0
637879.0,18856.0
35017.0,1236.0
0.0,0.0
0.0,0.0
35149.0,1196.0
0.0,0.0
491719.0,5672.0
0.0,0.0
476862.0,7952.0
0.0,0.0
35071.0,1196.0
0.0,0.0
347191.0,6112.0
0.0,0.0
355485.0,6232.0
0.0,0.0
34529.0,1196.0
0.0,0.0
706243.0,10912.0
0.0,0.0
671691.0,10512.0
0.0,0.0
35285.0,1236.0
0.0,0.0
568433.0,4912.0
0.0,0.0
35376.0,1196.0
0.0,0.0
1365566.0,19752.0
1117373.0,16472.0
0.0,0.0
0.0,0.0
34621.0,1196.0
878354.0,12836.0
40.0,396.0
0.0,0.0
887783.0,13032.0
35371.0,916.0
0.0,0.0
499249.0,7756.0
5266.0,715.0
1136636.0,20124.0
0.0,0.0
0.0,0.0
35173.0,1196.0
0.0,0.0
596733.0,9552.0
0.0,0.0
34681.0,1196.0
0.0,0.0
1048748.0,15472.0
0.0,0.0
1080921.0,15872.0
0.0,0.0
343435.0,3592.0
0.0,0.0
35013.0,1196.0
0.0,0.0
501794.0,8272.0
35889.0,11091.0
4884.0,611.0
472299.0,18268.0
0.0,0.0
0.0,0.0
34715.0,1196.0
0.0,0.0
1351917.0,19512.0
0.0,0.0
35093.0,1196.0
0.0,0.0
779570.0,11752.0
34774.0,1196.0
1580.0,396.0
0.0,0.0
508970.0,7876.0
0.0,0.0
35116.0,1196.0
340419.0,6072.0
0.0,0.0
34797.0,1196.0
716.0,0.0
0.0,0.0
387427.0,4992.0
35001.0,1196.0
716.0,0.0
0.0,0.0
645586.0,6592.0
0.0,0.0
34782.0,1236.0
0.0,0.0
35037.0,1196.0
0.0,0.0
508396.0,8152.0
35145.0,1196.0
34671.0,1236.0
0.0,0.0
457886.0,6876.0
0.0,0.0
35018.0,1196.0
0.0,0.0
35388.0,1196.0
0.0,0.0
438826.0,7192.0
0.0,0.0
243362.0,4832.0
35380.0,840.0
48.0,60.0
436693.0,10903.0
0.0,0.0
0.0,0.0
35271.0,1632.0
148250.0,3136.0
0.0,0.0
35604.0,2053.0
1580.0,396.0
0.0,0.0
137021.0,2836.0
0.0,0.0
290059.0,5392.0
35704.0,10627.0
1580.0,396.0
0.0,0.0
496828.0,7716.0
680040.0,10592.0
0.0,0.0
0.0,0.0
34954.0,1196.0
0.0,0.0
35168.0,1236.0
0.0,0.0
403111.0,6752.0
0.0,0.0
34992.0,1196.0
488393.0,7872.0
0.0,0.0
0.0,0.0
34679.0,1196.0
0.0,0.0
296630.0,5432.0
0.0,0.0
192920.0,4072.0
0.0,0.0
266697.0,4752.0
35096.0,916.0
0.0,0.0
0.0,0.0
34817.0,1196.0
190255.0,4072.0
0.0,0.0
0.0,0.0
284860.0,5272.0
35091.0,1236.0
245964.0,4356.0
296719.0,4020.0
8342.0,47217.0
35605.0,2518.0
0.0,436.0
399898.0,6792.0
716.0,0.0
0.0,0.0
34013.0,1196.0
0.0,0.0
201572.0,4032.0
35064.0,1196.0
0.0,0.0
0.0,0.0
291795.0,5392.0
199287.0,3816.0
5175.0,715.0
401582.0,11992.0
5439.0,1957.0
0.0,0.0
37449.0,840.0
623790.0,10228.0
0.0,0.0
0.0,0.0
34347.0,1196.0
372506.0,6472.0
35203.0,1471.0
559.0,9246.0
5636.0,10753.0
0.0,0.0
782682.0,11792.0
742524.0,5832.0
0.0,0.0
0.0,0.0
35408.0,1236.0
0.0,0.0
859565.0,13032.0
0.0,0.0
35154.0,1196.0
0.0,0.0
457872.0,7632.0
0.0,0.0
35346.0,1236.0
508051.0,8152.0
716.0,0.0
0.0,0.0
34486.0,1196.0
0.0,0.0
326836.0,5873.0
532982.0,8596.0
0.0,0.0
0.0,0.0
35514.0,1236.0
0.0,0.0
298197.0,5434.0
0.0,0.0
874780.0,13156.0
0.0,0.0
34940.0,1198.0
0.0,0.0
35082.0,1196.0
0.0,0.0
433775.0,7276.0
34420.0,1196.0
805.0,398.0
0.0,0.0
304311.0,5158.0
0.0,0.0
258840.0,2954.0
0.0,0.0
35198.0,1236.0
0.0,0.0
